amount,payment_method,failure_reason,retry_count,customer_success_rate,is_anomaly,recovered
62663.45,NET_BANKING,NETWORK_ERROR,0,0.48,0,0
81166.58,UPI,UNKNOWN,0,0.89,0,1
15204.13,WALLET,INVALID_DETAILS,3,0.85,0,0
28208.38,UPI,NETWORK_ERROR,1,0.42,0,0
48388.21,WALLET,LIMIT_EXCEEDED,2,0.39,0,0
54105.35,WALLET,LIMIT_EXCEEDED,4,0.86,0,0
52931.12,CARD,INVALID_DETAILS,0,0.46,0,0
36558.65,WALLET,BANK_ERROR,0,0.34,0,0
77975.36,CARD,NETWORK_ERROR,3,0.4,1,0
24628.49,CARD,INSUFFICIENT_FUNDS,1,0.38,0,1
96508.86,NET_BANKING,INSUFFICIENT_FUNDS,0,0.75,0,0
16238.23,CARD,NETWORK_ERROR,1,0.35,0,0
41941.24,CARD,TIMEOUT,1,0.81,0,0
44675.38,UPI,NETWORK_ERROR,0,0.41,0,1
16454.7,WALLET,UNKNOWN,3,0.76,0,0
91955.45,NET_BANKING,INVALID_DETAILS,1,0.59,0,1
38067.25,CARD,INVALID_DETAILS,1,0.57,0,1
74726.58,UPI,UNKNOWN,3,0.62,0,1
80432.26,WALLET,BANK_ERROR,2,0.37,0,0
33879.43,CARD,NETWORK_ERROR,1,0.67,0,1
91013.86,CARD,LIMIT_EXCEEDED,1,0.73,0,1
57227.22,UPI,LIMIT_EXCEEDED,3,0.33,0,0
98063.89,NET_BANKING,TIMEOUT,4,0.43,0,0
70414.35,UPI,NETWORK_ERROR,3,0.91,1,0
15443.57,WALLET,TIMEOUT,4,0.89,0,1
46579.07,UPI,INVALID_DETAILS,1,0.9,0,1
96384.9,NET_BANKING,TIMEOUT,1,0.53,0,0
4481.28,WALLET,BANK_ERROR,1,0.98,1,1
62965.07,WALLET,INSUFFICIENT_FUNDS,0,0.4,0,0
78253.83,UPI,TIMEOUT,0,0.61,0,1
28371.67,NET_BANKING,NETWORK_ERROR,0,0.35,0,0
25974.62,WALLET,INVALID_DETAILS,1,0.94,1,0
29019.19,WALLET,UNKNOWN,4,0.92,0,0
62650.88,NET_BANKING,NETWORK_ERROR,0,0.76,1,0
99129.19,UPI,LIMIT_EXCEEDED,0,0.8,0,0
15878.94,UPI,NETWORK_ERROR,3,0.41,0,1
87478.81,UPI,NETWORK_ERROR,3,0.62,1,0
9039.34,UPI,TIMEOUT,3,0.44,0,0
60634.76,CARD,INVALID_DETAILS,3,0.38,0,0
47261.77,CARD,NETWORK_ERROR,4,0.32,1,1
80949.09,WALLET,TIMEOUT,1,0.34,0,0
27349.89,CARD,INSUFFICIENT_FUNDS,1,0.35,0,0
45416.38,WALLET,LIMIT_EXCEEDED,1,0.76,0,1
89548.18,WALLET,NETWORK_ERROR,2,0.41,0,0
53782.88,CARD,INVALID_DETAILS,3,0.54,1,1
78415.7,CARD,INSUFFICIENT_FUNDS,4,0.72,0,0
73568.48,NET_BANKING,INSUFFICIENT_FUNDS,1,0.91,0,1
79305.67,WALLET,NETWORK_ERROR,4,0.79,0,0
63612.16,UPI,INSUFFICIENT_FUNDS,1,0.81,0,0
17027.05,WALLET,BANK_ERROR,2,0.44,0,0
1929.92,NET_BANKING,INSUFFICIENT_FUNDS,2,0.91,1,1
50163.5,WALLET,TIMEOUT,3,0.54,1,0
33914.75,CARD,TIMEOUT,3,0.55,1,0
38465.55,WALLET,INVALID_DETAILS,2,0.78,0,0
10829.3,UPI,LIMIT_EXCEEDED,3,0.37,1,0
44688.28,UPI,INVALID_DETAILS,2,0.88,0,0
38417.44,CARD,UNKNOWN,3,0.95,0,0
41587.01,WALLET,INSUFFICIENT_FUNDS,2,0.83,1,0
26817.66,WALLET,INVALID_DETAILS,1,0.3,0,1
79155.76,NET_BANKING,NETWORK_ERROR,1,0.95,0,0
19669.71,WALLET,UNKNOWN,0,0.84,1,0
39345.96,CARD,TIMEOUT,2,0.65,0,0
13069.86,UPI,INVALID_DETAILS,4,0.83,0,1
32579.26,UPI,INSUFFICIENT_FUNDS,0,0.6,1,0
54595.41,UPI,LIMIT_EXCEEDED,3,0.32,0,0
77870.18,CARD,BANK_ERROR,1,0.5,1,0
80806.19,WALLET,UNKNOWN,2,0.75,0,1
2802.51,UPI,INSUFFICIENT_FUNDS,3,0.93,0,1
89513.18,UPI,INSUFFICIENT_FUNDS,3,0.87,0,0
2684.72,UPI,TIMEOUT,0,0.44,0,1
90876.09,CARD,BANK_ERROR,2,0.31,0,0
85553.49,UPI,NETWORK_ERROR,2,0.63,1,1
52413.98,NET_BANKING,INSUFFICIENT_FUNDS,1,0.71,1,0
15658.43,NET_BANKING,INSUFFICIENT_FUNDS,1,0.32,0,0
94014.89,NET_BANKING,NETWORK_ERROR,3,0.44,0,0
29784.93,WALLET,TIMEOUT,4,0.94,0,1
84680.56,NET_BANKING,TIMEOUT,0,0.7,1,0
95399.33,WALLET,TIMEOUT,3,0.59,0,0
60925.92,WALLET,BANK_ERROR,4,0.54,0,0
95830.7,NET_BANKING,LIMIT_EXCEEDED,3,0.5,1,0
18400.47,NET_BANKING,TIMEOUT,1,0.54,0,1
14931.45,NET_BANKING,INSUFFICIENT_FUNDS,0,0.52,0,1
56963.19,NET_BANKING,BANK_ERROR,4,0.35,0,0
10740.56,NET_BANKING,INVALID_DETAILS,4,0.94,0,0
68372.13,WALLET,NETWORK_ERROR,2,0.43,0,0
99030.84,WALLET,INSUFFICIENT_FUNDS,0,0.61,1,0
57853.17,NET_BANKING,INSUFFICIENT_FUNDS,4,0.97,0,0
40579.67,UPI,NETWORK_ERROR,0,0.35,0,1
30449.33,NET_BANKING,UNKNOWN,2,0.57,1,0
5183.74,NET_BANKING,INVALID_DETAILS,3,0.64,0,0
10722.99,CARD,INSUFFICIENT_FUNDS,0,0.39,0,0
23020.95,UPI,BANK_ERROR,2,0.85,1,0
86867.48,NET_BANKING,UNKNOWN,0,0.38,0,0
61468.69,WALLET,NETWORK_ERROR,1,0.93,1,1
86258.54,WALLET,INVALID_DETAILS,3,0.75,1,0
66296.26,NET_BANKING,NETWORK_ERROR,3,0.45,0,0
35624.46,CARD,INVALID_DETAILS,1,0.77,0,1
1806.25,CARD,TIMEOUT,3,0.43,0,0
76279.45,NET_BANKING,UNKNOWN,2,0.78,0,1
13441.02,NET_BANKING,TIMEOUT,3,0.89,1,0
7329.61,WALLET,BANK_ERROR,2,0.95,1,1
87681.53,UPI,BANK_ERROR,0,0.91,0,1
53323.1,NET_BANKING,NETWORK_ERROR,0,0.93,0,1
39994.34,WALLET,LIMIT_EXCEEDED,2,0.34,0,1
38560.99,WALLET,BANK_ERROR,2,0.43,0,0
49614.81,WALLET,INSUFFICIENT_FUNDS,0,0.74,0,1
4050.95,NET_BANKING,BANK_ERROR,0,0.66,0,1
71724.42,WALLET,TIMEOUT,0,0.45,0,1
20755.76,NET_BANKING,INVALID_DETAILS,4,0.5,0,0
70196.89,WALLET,INVALID_DETAILS,2,0.88,0,0
17081.22,NET_BANKING,TIMEOUT,1,0.95,0,1
97449.9,UPI,BANK_ERROR,0,0.7,0,1
25127.29,UPI,INSUFFICIENT_FUNDS,0,0.69,0,1
17146.82,CARD,UNKNOWN,0,0.37,0,0
98984.42,NET_BANKING,INVALID_DETAILS,3,0.47,0,0
71160.64,WALLET,INSUFFICIENT_FUNDS,2,0.77,0,0
22415.43,CARD,NETWORK_ERROR,3,0.32,1,0
36262.28,UPI,BANK_ERROR,3,0.73,0,0
89972.53,WALLET,LIMIT_EXCEEDED,1,0.48,0,0
42020.78,NET_BANKING,NETWORK_ERROR,1,0.33,1,0
12734.65,WALLET,LIMIT_EXCEEDED,2,0.5,0,0
46898.59,CARD,LIMIT_EXCEEDED,2,0.72,0,1
80078.61,UPI,TIMEOUT,0,0.45,1,0
1006.48,NET_BANKING,INVALID_DETAILS,0,0.33,0,0
85971.55,CARD,INSUFFICIENT_FUNDS,2,0.4,0,0
29434.8,UPI,TIMEOUT,2,0.47,0,0
10264.8,NET_BANKING,NETWORK_ERROR,4,0.51,1,0
80535.83,CARD,INVALID_DETAILS,1,0.47,0,0
9016.99,WALLET,LIMIT_EXCEEDED,1,0.56,0,0
69566.27,NET_BANKING,TIMEOUT,2,0.59,0,0
91299.55,UPI,UNKNOWN,3,0.36,0,0
24643.24,NET_BANKING,BANK_ERROR,4,0.67,1,1
84588.18,CARD,TIMEOUT,0,0.61,1,1
5941.93,UPI,NETWORK_ERROR,4,0.37,0,0
86499.26,UPI,INVALID_DETAILS,4,0.76,0,0
56423.9,WALLET,BANK_ERROR,1,0.91,0,1
98921.28,UPI,UNKNOWN,3,0.72,0,1
60577.17,UPI,LIMIT_EXCEEDED,0,0.47,0,0
44659.68,UPI,INSUFFICIENT_FUNDS,2,0.58,0,0
54898.57,WALLET,UNKNOWN,4,0.38,0,0
81945.74,CARD,BANK_ERROR,4,0.8,1,0
29300.18,UPI,LIMIT_EXCEEDED,3,0.55,0,0
11179.92,WALLET,UNKNOWN,3,0.4,0,0
1596.45,NET_BANKING,INSUFFICIENT_FUNDS,4,0.6,0,0
72444.99,NET_BANKING,INSUFFICIENT_FUNDS,1,0.54,1,0
52743.04,UPI,BANK_ERROR,1,0.54,1,0
78776.34,NET_BANKING,UNKNOWN,2,0.93,0,0
37964.01,WALLET,LIMIT_EXCEEDED,1,0.69,1,0
13377.49,NET_BANKING,LIMIT_EXCEEDED,4,0.54,1,0
3437.42,CARD,BANK_ERROR,0,0.75,0,1
76110.97,CARD,INSUFFICIENT_FUNDS,1,0.8,0,1
6904.81,NET_BANKING,INSUFFICIENT_FUNDS,0,0.88,0,1
63313.76,UPI,BANK_ERROR,2,0.37,0,0
57591.08,CARD,BANK_ERROR,2,0.63,0,0
43689.27,CARD,INSUFFICIENT_FUNDS,4,0.32,0,0
89382.46,NET_BANKING,UNKNOWN,3,0.69,0,0
95795.49,WALLET,BANK_ERROR,1,0.69,0,1
90025.7,CARD,UNKNOWN,0,0.6,0,0
13155.64,NET_BANKING,INSUFFICIENT_FUNDS,0,0.64,0,1
22790.11,NET_BANKING,UNKNOWN,2,0.57,0,0
96827.42,UPI,LIMIT_EXCEEDED,4,0.46,1,0
40222.36,UPI,LIMIT_EXCEEDED,0,0.7,0,1
42429.87,CARD,NETWORK_ERROR,0,0.39,1,1
75855.8,UPI,BANK_ERROR,3,0.35,1,0
76674.64,UPI,NETWORK_ERROR,0,0.95,1,0
88808.1,WALLET,BANK_ERROR,2,0.79,0,0
65208.53,WALLET,TIMEOUT,2,0.83,0,1
77474.52,CARD,LIMIT_EXCEEDED,4,0.89,0,1
76685.31,CARD,TIMEOUT,3,0.67,0,0
98262.19,NET_BANKING,NETWORK_ERROR,1,0.53,0,1
1499.94,WALLET,INVALID_DETAILS,4,0.69,0,0
6159.92,UPI,BANK_ERROR,3,0.42,0,0
89097.26,NET_BANKING,BANK_ERROR,4,0.57,0,1
93867.83,CARD,TIMEOUT,2,0.91,0,1
37009.9,NET_BANKING,UNKNOWN,1,0.66,0,0
10885.63,NET_BANKING,TIMEOUT,4,0.63,0,1
97605.87,CARD,NETWORK_ERROR,4,0.44,0,0
4068.83,CARD,INVALID_DETAILS,3,0.74,0,1
83714.36,NET_BANKING,NETWORK_ERROR,4,0.56,0,0
38701.66,UPI,UNKNOWN,3,0.56,0,0
66162.61,UPI,INVALID_DETAILS,2,0.32,0,0
75570.57,NET_BANKING,UNKNOWN,2,0.85,1,1
72715.74,WALLET,UNKNOWN,3,0.83,0,0
95271.12,NET_BANKING,UNKNOWN,4,0.62,1,0
26380.02,WALLET,TIMEOUT,1,0.39,0,0
27802.09,CARD,UNKNOWN,4,0.5,1,0
36488.64,NET_BANKING,UNKNOWN,4,0.31,0,0
26819.5,CARD,TIMEOUT,3,0.31,0,0
48280.69,CARD,TIMEOUT,0,0.69,0,1
31745.64,UPI,TIMEOUT,1,0.48,0,0
23128.18,CARD,BANK_ERROR,4,0.75,0,1
68601.92,WALLET,LIMIT_EXCEEDED,2,0.33,0,0
26275.95,NET_BANKING,INSUFFICIENT_FUNDS,2,0.67,0,1
8209.17,WALLET,INSUFFICIENT_FUNDS,4,0.35,0,0
82357.95,WALLET,INSUFFICIENT_FUNDS,3,0.9,0,0
36348.55,WALLET,INVALID_DETAILS,2,0.62,0,1
4938.75,CARD,LIMIT_EXCEEDED,0,0.37,0,0
78196.94,NET_BANKING,BANK_ERROR,3,0.86,0,1
76379.88,UPI,INSUFFICIENT_FUNDS,1,0.68,1,0
54127.25,UPI,UNKNOWN,4,0.84,1,0
44381.23,NET_BANKING,BANK_ERROR,4,0.5,0,0
97758.74,CARD,TIMEOUT,2,0.81,0,1
95782.05,WALLET,NETWORK_ERROR,0,0.54,1,0
48673.37,CARD,TIMEOUT,3,0.46,0,1
90971.94,CARD,LIMIT_EXCEEDED,2,0.84,0,1
42391.75,CARD,LIMIT_EXCEEDED,3,0.73,0,0
2043.47,UPI,TIMEOUT,2,0.82,0,1
3890.53,WALLET,INSUFFICIENT_FUNDS,1,0.97,0,1
39117.36,WALLET,NETWORK_ERROR,1,0.57,1,1
34012.43,NET_BANKING,LIMIT_EXCEEDED,4,0.72,0,0
95016.95,WALLET,INVALID_DETAILS,3,0.8,0,0
13893.25,CARD,INVALID_DETAILS,4,0.92,1,0
59558.55,NET_BANKING,INVALID_DETAILS,3,0.56,0,0
28290.31,UPI,BANK_ERROR,2,0.64,0,0
58192.91,WALLET,NETWORK_ERROR,2,0.56,0,1
94532.74,CARD,TIMEOUT,4,0.49,1,0
16976.46,NET_BANKING,NETWORK_ERROR,3,0.6,0,0
98886.15,UPI,BANK_ERROR,2,0.4,0,0
17300.82,UPI,LIMIT_EXCEEDED,4,0.84,0,0
37269.29,NET_BANKING,LIMIT_EXCEEDED,3,0.8,1,0
91840.52,UPI,TIMEOUT,3,0.64,0,0
73297.56,UPI,NETWORK_ERROR,0,0.81,0,1
50952.49,NET_BANKING,TIMEOUT,4,0.76,0,0
92510.63,WALLET,INSUFFICIENT_FUNDS,4,0.52,1,0
4045.8,UPI,BANK_ERROR,1,0.7,0,1
15567.59,CARD,INVALID_DETAILS,3,0.49,0,0
51872.47,CARD,INSUFFICIENT_FUNDS,3,0.35,1,0
4361.87,NET_BANKING,LIMIT_EXCEEDED,3,0.73,0,0
65865.63,CARD,NETWORK_ERROR,1,0.9,0,0
59985.29,WALLET,NETWORK_ERROR,0,0.45,0,1
25115.93,WALLET,INSUFFICIENT_FUNDS,1,0.62,0,1
40109.89,CARD,UNKNOWN,3,0.87,0,0
3381.77,NET_BANKING,LIMIT_EXCEEDED,1,0.91,0,0
26529.72,NET_BANKING,TIMEOUT,3,0.85,0,0
27197.56,CARD,NETWORK_ERROR,0,0.51,0,0
53833.3,UPI,LIMIT_EXCEEDED,4,0.52,1,0
2601.21,WALLET,INSUFFICIENT_FUNDS,2,0.92,1,1
21441.11,CARD,BANK_ERROR,4,0.57,0,1
37701.05,WALLET,BANK_ERROR,4,0.8,0,1
94065.34,UPI,LIMIT_EXCEEDED,3,0.84,0,0
23385.52,CARD,INSUFFICIENT_FUNDS,2,0.81,0,1
74182.31,NET_BANKING,UNKNOWN,0,0.35,1,0
41830.31,UPI,INVALID_DETAILS,4,0.71,0,0
39416.83,NET_BANKING,UNKNOWN,2,0.59,0,0
10418.08,WALLET,TIMEOUT,2,0.59,0,0
48593.28,CARD,TIMEOUT,0,0.98,0,1
71600.58,WALLET,BANK_ERROR,4,0.96,0,1
47942.23,UPI,INVALID_DETAILS,2,0.53,0,0
86550.36,WALLET,LIMIT_EXCEEDED,1,0.36,0,0
72441.73,CARD,INSUFFICIENT_FUNDS,3,0.47,0,0
4132.72,WALLET,UNKNOWN,0,0.48,0,0
54786.08,NET_BANKING,INVALID_DETAILS,1,0.52,0,0
99279.16,UPI,INSUFFICIENT_FUNDS,3,0.78,0,1
52233.93,UPI,BANK_ERROR,1,0.6,0,0
17486.85,WALLET,BANK_ERROR,4,0.58,0,0
29775.25,NET_BANKING,LIMIT_EXCEEDED,2,0.72,0,1
29374.58,CARD,UNKNOWN,4,0.95,0,1
46556.58,NET_BANKING,INVALID_DETAILS,1,0.41,0,0
15459.73,UPI,INSUFFICIENT_FUNDS,2,0.78,0,0
33438.0,UPI,LIMIT_EXCEEDED,3,0.7,0,0
22989.94,UPI,BANK_ERROR,2,0.49,0,1
62637.84,WALLET,NETWORK_ERROR,4,0.67,0,1
73200.48,NET_BANKING,BANK_ERROR,2,0.68,0,0
76722.41,NET_BANKING,LIMIT_EXCEEDED,4,0.71,1,0
17225.89,CARD,BANK_ERROR,0,0.93,1,1
87524.1,NET_BANKING,INSUFFICIENT_FUNDS,0,0.39,0,0
30604.55,UPI,BANK_ERROR,4,0.57,0,1
83945.62,NET_BANKING,LIMIT_EXCEEDED,0,0.9,0,0
83443.69,CARD,UNKNOWN,3,0.68,0,0
12463.86,WALLET,INVALID_DETAILS,2,0.42,0,0
34926.16,WALLET,BANK_ERROR,4,0.68,0,1
74889.04,UPI,BANK_ERROR,3,0.55,0,0
9863.79,NET_BANKING,NETWORK_ERROR,4,0.93,1,0
64346.57,WALLET,INSUFFICIENT_FUNDS,2,0.49,0,0
86386.94,WALLET,LIMIT_EXCEEDED,3,0.63,0,0
54785.94,UPI,INSUFFICIENT_FUNDS,2,0.32,0,1
85168.84,UPI,TIMEOUT,0,0.34,0,0
28109.08,CARD,INVALID_DETAILS,4,0.8,0,0
31989.79,CARD,LIMIT_EXCEEDED,2,0.65,0,0
6617.6,CARD,UNKNOWN,4,0.4,0,0
27914.78,CARD,INVALID_DETAILS,4,0.58,0,0
12212.6,WALLET,LIMIT_EXCEEDED,0,0.69,0,0
18658.85,UPI,BANK_ERROR,2,0.7,0,0
22143.82,NET_BANKING,TIMEOUT,0,0.9,0,1
94294.41,CARD,INVALID_DETAILS,1,0.51,0,1
14472.39,NET_BANKING,TIMEOUT,1,0.87,0,1
29845.77,WALLET,NETWORK_ERROR,0,0.63,1,0
52542.75,CARD,INSUFFICIENT_FUNDS,4,0.56,1,0
43668.41,NET_BANKING,BANK_ERROR,2,0.78,1,0
27260.54,CARD,NETWORK_ERROR,1,0.62,0,1
63295.81,WALLET,BANK_ERROR,3,0.7,0,0
90176.85,NET_BANKING,INVALID_DETAILS,0,0.73,0,0
33998.85,UPI,BANK_ERROR,2,0.51,0,0
44181.37,WALLET,LIMIT_EXCEEDED,4,0.77,0,0
72475.56,NET_BANKING,TIMEOUT,3,0.5,0,0
50942.6,WALLET,TIMEOUT,2,0.95,0,1
17055.28,NET_BANKING,LIMIT_EXCEEDED,4,0.43,1,0
33648.14,UPI,INSUFFICIENT_FUNDS,2,0.84,0,1
16951.54,UPI,INVALID_DETAILS,1,0.44,0,1
24000.27,CARD,TIMEOUT,0,0.79,0,0
37738.65,WALLET,BANK_ERROR,2,0.37,1,0
91326.89,WALLET,UNKNOWN,3,0.78,0,0
93558.61,WALLET,UNKNOWN,2,0.91,0,0
35013.28,UPI,BANK_ERROR,4,0.42,0,0
82412.2,WALLET,INSUFFICIENT_FUNDS,1,0.39,0,0
9738.61,WALLET,INVALID_DETAILS,1,0.59,0,0
48324.88,NET_BANKING,TIMEOUT,1,0.41,1,0
8722.73,UPI,INVALID_DETAILS,3,0.85,0,1
50943.56,WALLET,INSUFFICIENT_FUNDS,3,0.74,0,1
42785.63,UPI,LIMIT_EXCEEDED,3,0.64,0,0
97191.14,UPI,UNKNOWN,1,0.97,1,0
8460.91,UPI,NETWORK_ERROR,4,0.48,1,0
45771.44,UPI,TIMEOUT,2,0.33,0,1
60133.16,NET_BANKING,NETWORK_ERROR,3,0.53,0,1
27089.93,NET_BANKING,NETWORK_ERROR,3,0.31,0,1
11612.49,UPI,LIMIT_EXCEEDED,3,0.47,0,0
14892.11,WALLET,TIMEOUT,2,0.53,0,1
82644.36,WALLET,INSUFFICIENT_FUNDS,0,0.52,0,0
63962.54,UPI,TIMEOUT,4,0.97,0,0
30547.6,WALLET,INSUFFICIENT_FUNDS,1,0.95,0,0
8388.69,WALLET,INSUFFICIENT_FUNDS,1,0.69,0,0
79475.48,UPI,NETWORK_ERROR,4,0.62,0,0
18978.49,UPI,LIMIT_EXCEEDED,3,0.92,0,0
2362.54,WALLET,INVALID_DETAILS,1,0.49,0,0
32156.86,CARD,BANK_ERROR,0,0.78,0,1
71347.34,WALLET,LIMIT_EXCEEDED,3,0.73,0,0
55986.88,NET_BANKING,NETWORK_ERROR,2,0.54,0,0
50147.98,CARD,INVALID_DETAILS,3,0.47,0,0
8321.55,WALLET,LIMIT_EXCEEDED,2,0.36,1,0
31876.14,WALLET,INSUFFICIENT_FUNDS,1,0.72,0,0
41831.6,UPI,UNKNOWN,2,0.68,0,1
53990.47,WALLET,LIMIT_EXCEEDED,0,0.37,0,1
29290.22,CARD,UNKNOWN,3,0.67,0,0
60125.23,NET_BANKING,UNKNOWN,2,0.73,0,0
22897.37,WALLET,TIMEOUT,3,0.49,0,0
40305.41,UPI,LIMIT_EXCEEDED,2,0.82,0,1
58225.7,WALLET,TIMEOUT,3,0.43,0,1
62182.07,UPI,LIMIT_EXCEEDED,4,0.8,0,0
57145.96,WALLET,INVALID_DETAILS,0,0.95,0,0
65584.55,CARD,UNKNOWN,1,0.61,0,0
92177.88,NET_BANKING,BANK_ERROR,2,0.34,0,0
24882.17,WALLET,BANK_ERROR,1,0.96,1,0
83868.61,CARD,BANK_ERROR,3,0.79,0,1
67848.8,WALLET,UNKNOWN,3,0.35,0,0
53965.47,UPI,TIMEOUT,3,0.86,0,0
82320.42,UPI,NETWORK_ERROR,3,0.79,1,0
78848.64,UPI,BANK_ERROR,2,0.82,1,1
17310.87,WALLET,INVALID_DETAILS,2,0.4,0,0
10164.01,UPI,TIMEOUT,3,0.81,0,0
33400.79,WALLET,INVALID_DETAILS,2,0.69,1,0
52417.04,UPI,BANK_ERROR,2,0.68,0,0
56980.17,NET_BANKING,TIMEOUT,3,0.76,0,0
15079.35,NET_BANKING,UNKNOWN,3,0.47,0,0
30644.18,UPI,NETWORK_ERROR,2,0.79,1,0
17455.81,NET_BANKING,INVALID_DETAILS,1,0.7,1,0
86608.16,WALLET,INVALID_DETAILS,1,0.89,0,0
1916.14,UPI,NETWORK_ERROR,1,0.51,0,0
73011.8,UPI,INVALID_DETAILS,1,0.54,0,0
1713.98,CARD,INVALID_DETAILS,1,0.55,0,1
33286.75,UPI,NETWORK_ERROR,4,0.95,1,0
6069.49,CARD,BANK_ERROR,2,0.84,0,0
24886.16,WALLET,BANK_ERROR,0,0.97,0,1
19406.41,UPI,BANK_ERROR,4,0.51,0,0
58336.41,WALLET,INSUFFICIENT_FUNDS,4,0.9,0,0
20044.37,UPI,TIMEOUT,0,0.62,0,1
48979.45,UPI,LIMIT_EXCEEDED,3,0.89,0,0
64441.42,WALLET,INSUFFICIENT_FUNDS,2,0.81,1,0
33199.62,WALLET,LIMIT_EXCEEDED,2,0.95,0,0
34443.66,NET_BANKING,INVALID_DETAILS,3,0.38,0,0
97448.26,WALLET,TIMEOUT,1,0.42,0,1
86271.97,NET_BANKING,INVALID_DETAILS,4,0.86,0,0
21715.04,NET_BANKING,NETWORK_ERROR,4,0.62,0,1
67352.78,NET_BANKING,BANK_ERROR,1,0.82,0,0
16134.7,WALLET,INVALID_DETAILS,4,0.84,0,0
93465.83,NET_BANKING,NETWORK_ERROR,1,0.51,0,1
31147.68,WALLET,UNKNOWN,3,0.3,0,0
64756.38,CARD,TIMEOUT,2,0.31,0,0
29832.29,NET_BANKING,INSUFFICIENT_FUNDS,2,0.59,0,0
20345.49,CARD,LIMIT_EXCEEDED,4,0.6,0,0
32885.56,WALLET,INVALID_DETAILS,4,0.62,0,0
95993.3,WALLET,BANK_ERROR,2,0.97,1,1
64143.05,NET_BANKING,LIMIT_EXCEEDED,2,0.6,0,0
75107.71,NET_BANKING,UNKNOWN,3,0.86,0,0
56402.72,WALLET,BANK_ERROR,2,0.69,0,0
69112.23,CARD,UNKNOWN,0,0.89,0,1
77383.95,CARD,BANK_ERROR,2,0.62,0,1
97158.15,NET_BANKING,NETWORK_ERROR,4,0.81,0,0
43019.43,WALLET,UNKNOWN,0,0.87,0,1
2112.03,WALLET,INSUFFICIENT_FUNDS,4,0.89,0,0
57694.14,UPI,INVALID_DETAILS,0,0.68,1,0
79959.8,UPI,LIMIT_EXCEEDED,3,0.71,0,0
43379.2,NET_BANKING,TIMEOUT,3,0.9,0,1
64960.07,NET_BANKING,TIMEOUT,4,0.83,0,0
29734.47,WALLET,INSUFFICIENT_FUNDS,0,0.45,0,0
58645.46,NET_BANKING,LIMIT_EXCEEDED,3,0.74,0,0
35787.21,CARD,BANK_ERROR,1,0.44,0,0
94477.23,UPI,UNKNOWN,1,0.67,0,1
23395.33,CARD,BANK_ERROR,2,0.41,0,0
77348.36,UPI,BANK_ERROR,3,0.38,0,0
85491.72,CARD,TIMEOUT,0,0.6,0,0
59226.61,UPI,INSUFFICIENT_FUNDS,1,0.64,1,1
75782.33,UPI,TIMEOUT,4,0.54,0,0
9533.7,NET_BANKING,TIMEOUT,2,0.65,0,0
42291.39,UPI,NETWORK_ERROR,2,0.94,0,0
30419.1,UPI,INVALID_DETAILS,3,0.9,0,1
64912.28,NET_BANKING,INSUFFICIENT_FUNDS,1,0.88,0,1
15997.95,WALLET,UNKNOWN,0,0.34,0,0
37484.55,WALLET,UNKNOWN,1,0.59,0,0
74325.68,CARD,NETWORK_ERROR,0,0.83,0,1
62718.59,NET_BANKING,LIMIT_EXCEEDED,2,0.32,0,0
3905.17,CARD,TIMEOUT,0,0.67,1,1
10461.47,NET_BANKING,BANK_ERROR,0,0.59,0,1
98345.19,WALLET,BANK_ERROR,4,0.85,0,0
90336.85,CARD,NETWORK_ERROR,4,0.55,1,0
49533.77,CARD,BANK_ERROR,1,0.65,0,1
9931.52,WALLET,NETWORK_ERROR,4,0.37,0,0
30460.26,WALLET,INVALID_DETAILS,4,0.65,1,0
90003.45,NET_BANKING,TIMEOUT,2,0.75,1,0
74919.63,WALLET,INVALID_DETAILS,0,0.84,0,0
83620.22,CARD,BANK_ERROR,3,0.52,1,0
19180.95,WALLET,TIMEOUT,1,0.61,0,1
28290.87,NET_BANKING,NETWORK_ERROR,1,0.47,0,1
10102.09,NET_BANKING,UNKNOWN,4,0.48,0,1
54560.22,UPI,BANK_ERROR,3,0.86,0,1
87394.02,NET_BANKING,TIMEOUT,3,0.68,0,0
18669.93,CARD,BANK_ERROR,1,0.83,0,1
60293.16,CARD,LIMIT_EXCEEDED,4,0.66,1,0
94742.77,CARD,NETWORK_ERROR,1,0.37,0,0
23012.62,CARD,LIMIT_EXCEEDED,4,0.59,0,0
94915.46,NET_BANKING,TIMEOUT,4,0.96,0,1
93845.26,UPI,INSUFFICIENT_FUNDS,2,0.78,0,0
59601.5,UPI,INSUFFICIENT_FUNDS,3,0.4,0,0
80795.33,CARD,TIMEOUT,1,0.74,0,1
35365.53,CARD,NETWORK_ERROR,1,0.91,0,1
67395.57,CARD,TIMEOUT,1,0.76,0,1
31460.48,UPI,UNKNOWN,4,0.62,0,1
74419.72,WALLET,BANK_ERROR,0,0.9,0,0
4576.68,NET_BANKING,INSUFFICIENT_FUNDS,3,0.59,0,0
79548.33,NET_BANKING,BANK_ERROR,4,0.37,1,0
24508.61,WALLET,UNKNOWN,3,0.59,0,0
72543.21,NET_BANKING,NETWORK_ERROR,4,0.52,0,1
10562.53,WALLET,BANK_ERROR,4,0.64,1,0
99731.6,WALLET,LIMIT_EXCEEDED,4,0.87,0,0
66921.92,UPI,LIMIT_EXCEEDED,0,0.7,0,1
76521.05,NET_BANKING,LIMIT_EXCEEDED,4,0.59,0,1
64885.3,WALLET,UNKNOWN,3,0.69,1,0
